"","date","txVolume.USD.","txCount","marketcap.USD.","price.USD.","exchangeVolume.USD.","generatedCoins","fees","activeAddresses"
"2017-03-14",4875222.34698,19815,148130000,1.65,9565220,30024.0625,10.2734173767,2847,NA
"2017-03-15",7065112.23643,20327,148644000,1.66,5906800,30455.625,44.2547962979,2918,NA
"2017-03-16",11572054.5512,20721,162466000,1.81,19379700,29468.59375,13.9717579374,3770,NA
"2017-03-17",19576696.3551,22700,187614000,2.09,20132500,29808.4375,13.8394178205,3781,NA
"2017-03-18",9970468.10108,20011,171119000,1.91,9267590,30873.90625,10.4133164589,2950,NA
"2017-03-19",7706966.2098,20372,153490000,1.71,6790520,30171.71875,10.9620542906,2774,NA
"2017-03-20",6233127.78243,19976,173892000,1.93,6100770,29859.6875,10.6288592126,2694,NA
"2017-03-21",8572785.74633,21329,175087000,1.95,21455000,31623.28125,11.1400959387,3434,NA
"2017-03-22",13575318.8096,23226,218160000,2.43,18969200,30919.21875,13.0651779629,3991,NA
"2017-03-23",4007813.4459,21245,215468000,2.39,7279450,30528.4375,12.6144232168,3647,NA
"2017-03-24",11934950.5309,21740,206033000,2.29,12123700,30482.1875,20.0848113984,3529,NA
"2017-03-25",6013975.00756,21002,218022000,2.42,7542960,30251.09375,11.1208504236,3162,NA
"2017-03-26",3323659.05428,21130,205706000,2.28,4810060,30502.96875,10.9787155294,2952,NA
"2017-03-27",8520703.61814,21658,212515000,2.36,7221650,30000.625,12.9367304845,3266,NA
"2017-03-28",7212440.20166,21931,192717000,2.14,7125770,30524.0625,11.4767722879,3122,NA
"2017-03-29",4333248.0125,21851,204442000,2.27,5549740,30904.84375,11.4996751756,3069,NA
"2017-03-30",8402622.39756,22001,209841000,2.33,19426400,30923.59375,11.3984492349,3506,NA
"2017-03-31",15106466.0445,25701,252768000,2.8,24881200,32158.28125,13.3837462091,4506,NA
"2017-04-01",16517863.4538,23609,254292000,2.82,6321790,30229.0625,12.3400309032,3931,NA
"2017-04-02",10594851.6632,22235,248588000,2.75,10883300,30725.625,11.4993970152,3735,NA
"2017-04-03",6989578.42122,22535,239440000,2.65,9722960,30946.09375,11.6099681547,3678,NA
"2017-04-04",3595841.26464,21279,235018000,2.6,6273250,31118.59375,11.06967664,3294,NA
"2017-04-05",4736543.85538,20990,241974000,2.68,5603160,30728.28125,11.6843125886,3452,NA
"2017-04-06",8841854.29807,22106,248631000,2.75,10892200,31049.375,11.4671022277,3762,NA
"2017-04-07",11533421.3082,24051,241422000,2.67,5287300,30501.5625,25.2019257541,3679,NA
"2017-04-08",7738379.71857,22343,244756000,2.71,6855690,31041.875,11.6239579225,3714,NA
"2017-04-09",5755190.54373,22360,245821000,2.72,6335860,31056.25,12.4699284245,3611,NA
"2017-04-10",6070716.58205,22677,239316000,2.64,5163570,30151.5625,12.3930239056,3702,NA
"2017-04-11",3985195.01609,21825,235280000,2.6,3092580,30683.28125,11.2617306904,3473,NA
"2017-04-12",3050888.68067,23172,229734000,2.54,4452230,30775.15625,12.2456521289,3636,NA
"2017-04-13",3512887.65323,23048,237470000,2.62,5216010,30304.84375,12.0863989938,3672,NA
"2017-04-14",4959374.87036,21051,238045000,2.63,6137310,31231.5625,11.2314087609,3716,NA
"2017-04-15",5075809.65007,21079,239360000,2.64,3488550,30295.625,11.0691392735,3381,NA
"2017-04-16",2868545.43904,21363,242861000,2.68,3454270,31198.59375,11.0671283395,3195,NA
"2017-04-17",5421516.83723,21280,238216000,2.63,3539730,30332.65625,11.0105866622,3408,NA
"2017-04-18",27190770.7194,22379,237684000,2.62,12008300,31484.0625,11.6901526163,3910,NA
